355.171593, 268.206372, 213.367844
352.024055, 262.367244, 212.713198
348.887558, 256.436383, 212.055788
345.764827, 250.413892, 211.395696
342.658605, 244.299946, 210.732997
339.571652, 238.094815, 210.067773
336.506736, 231.798843, 209.400102
333.466621, 225.412465, 208.730063
330.454077, 218.936210, 208.057736
327.471872, 212.370701, 207.383203
324.522773, 205.716650, 206.706542
321.609534, 198.974867, 206.027834
318.734902, 192.146248, 205.347161
315.901607, 185.231800, 204.664603
313.112352, 178.232619, 203.980237
310.369824, 171.149904, 203.294136
307.676671, 163.984967, 202.606381
305.035505, 156.739202, 201.917049
302.448897, 149.414113, 201.226218
299.919385, 142.011309, 200.533960
297.449445, 134.532488, 199.840357
295.041502, 126.979449, 199.145478
292.697916, 119.354097, 198.449398
290.420987, 111.658425, 197.752188
288.212938, 103.894522, 197.053911
286.075910, 96.064568, 196.354638
284.011965, 88.170826, 195.654435
282.023080, 80.215644, 194.953365
280.111138, 72.201458, 194.251492
278.277919, 64.130776, 193.548872
276.525104, 56.006184, 192.845564
274.854267, 47.830325, 192.141628
273.266866, 39.605914, 191.437108
271.764259, 31.335713, 190.732060
270.347675, 23.022538, 190.026530
269.018227, 14.669252, 189.320567
267.776907, 6.278753, 188.614210
266.624585, 509.853974, 187.907498
265.546709, 501.390461, 187.200524
264.544795, 492.890267, 186.493314
263.620302, 484.355514, 185.785886
262.774610, 475.788391, 185.078266
262.009035, 467.191152, 184.370476
261.324810, 458.566114, 183.662527
260.723093, 449.915657, 182.954442
260.204960, 441.242218, 182.246235
259.771391, 432.548280, 181.537918
259.423274, 423.836385, 180.829502
259.161408, 415.109121, 180.120991
258.986493, 406.369104, 179.412392
258.899121, 397.618995, 178.703710
258.899784, 388.861488, 177.994953
258.988871, 380.099297, 177.286114
259.166656, 371.335162, 176.577191
259.433316, 362.571834, 175.868180
259.788912, 353.812070, 175.159076
260.233387, 345.058632, 174.449866
260.766584, 336.314289, 173.740538
261.388231, 327.581786, 173.031083
262.097949, 318.863864, 172.321480
262.895248, 310.163253, 171.611701
263.779531, 301.482653, 170.901736
264.750093, 292.824734, 170.191558
265.806131, 284.192136, 169.481144
266.946742, 275.587453, 168.770463
268.170929, 267.013235, 168.059487
269.477591, 258.471991, 167.348184
270.865542, 249.966169, 166.636518
272.333513, 241.498167, 165.924455
273.880133, 233.070317, 165.211951
275.503975, 224.684897, 164.498968
277.203521, 216.344108, 163.785465
278.977190, 208.050091, 163.071400
280.823329, 199.804920, 162.356729
282.740221, 191.610590, 161.641400
284.726094, 183.469028, 160.925369
286.779124, 175.382087, 160.208590
288.897439, 167.351545, 159.491013
291.079120, 159.379103, 158.772584
293.322202, 151.466384, 158.053258
295.624690, 143.614933, 157.332979
297.984549, 135.826225, 156.611694
300.399718, 128.101648, 155.889350
302.868111, 120.442524, 155.165892
305.387614, 112.850103, 154.441262
307.956097, 105.325555, 153.715405
310.571416, 97.869984, 152.988274
313.231405, 90.484413, 152.259805
315.933898, 83.169806, 151.529940
318.676722, 75.927047, 150.798627
321.457697, 68.756969, 150.065811
324.274635, 61.660327, 149.331425
327.125348, 54.637820, 148.595417
330.007647, 47.690085, 147.857724
332.919351, 40.817691, 147.118289
335.858284, 34.021160, 146.377051
